method,M,ate,se,ci_lower,ci_upper,t_stat,p_value,pct_effect,W,B,df
TMLE (Pooled),10,-0.0665664635150935,0.006233297147264814,-0.0787835014286688,-0.054349425601518196,-10.679173789156359,0.0,-6.439926952344733,3.8853990331708385e-05,2.722173885275464e-12,1515293411530006.8
