Method,ATE,SE,CI_Lower,CI_Upper,t_statistic,p_value,N,M_imputations
AIPW (Doubly Robust),0.0390709743107891,0.009114219842209552,0.021207431672878044,0.05693451694870015,4.286814997576046,1.812531197598055e-05,pooled,10
